global_id,timestamp,f1,f2,f3,f4,f5,class_0,class_1,class_2
325,9,-0.584144,0.299198,-0.044312,-0.036015,-0.117896,1,1,0
339,9,-0.573198,0.387594,-0.109913,-0.059898,-0.014710,1,1,0
345,9,-0.681605,0.368584,-0.247496,-0.197377,-0.181178,1,1,0
373,10,-0.545674,0.435676,-0.171726,-0.154185,-0.159467,1,0,0
365,10,-0.494428,0.319830,-0.082694,-0.049114,-0.009542,1,0,0
361,10,-0.555545,0.383620,-0.147308,-0.068066,-0.027440,1,1,0
363,10,-0.507821,0.407949,0.006936,0.001075,-0.039809,1,0,0
381,10,-0.625900,0.261170,-0.255647,-0.131340,-0.107937,1,1,0
392,10,-0.636376,0.391706,-0.194211,-0.126075,-0.204812,1,1,0
375,10,-0.589200,0.300674,-0.102264,-0.126806,-0.042385,1,1,0
368,10,-0.639043,0.356878,-0.145749,-0.063011,-0.034916,1,1,0
377,10,-0.552464,0.481189,-0.062324,-0.009136,-0.148473,1,0,0
366,10,-0.573164,0.508168,-0.122798,-0.007240,-0.084517,1,0,0
369,10,-0.661868,0.428554,-0.139818,-0.118890,-0.025384,1,1,0
399,10,-0.650956,0.321099,-0.164061,-0.195892,-0.102150,1,1,0
372,10,-0.618855,0.400920,-0.150615,-0.058420,-0.069132,1,1,0
386,10,-0.758263,0.348647,-0.197386,-0.162531,-0.101410,0,1,0
384,10,-0.654660,0.269654,-0.124032,-0.126234,-0.077467,0,1,0
382,10,-0.699146,0.274499,-0.207708,-0.220338,-0.088397,0,1,0
371,10,-0.559826,0.442024,-0.115242,0.015354,-0.027182,1,0,0
390,10,-0.701237,0.283896,-0.224142,-0.178678,-0.056324,0,1,0
385,10,-0.646196,0.424160,-0.212178,-0.231895,-0.111548,1,1,0
370,10,-0.597473,0.345569,-0.157388,-0.083649,0.010383,1,1,0
398,10,-0.579992,0.359605,-0.159615,-0.205388,-0.046793,1,1,0
388,10,-0.582277,0.322026,-0.123356,-0.044964,-0.119271,1,1,0
360,10,-0.526229,0.333008,-0.134852,-0.045430,-0.108691,1,1,0
395,10,-0.685385,0.376465,-0.217683,-0.194388,-0.088073,1,1,0
393,10,-0.760488,0.317947,-0.191043,-0.119003,-0.078832,0,1,0
364,10,-0.481382,0.423981,-0.068310,-0.176660,0.071349,1,0,0
389,10,-0.632855,0.344547,-0.179007,-0.229868,-0.029412,1,1,0
380,10,-0.680293,0.308892,-0.124904,-0.109385,-0.068450,1,1,0
374,10,-0.578927,0.449659,-0.094296,-0.101405,-0.058664,1,0,0
367,10,-0.568063,0.359502,-0.028633,-0.076424,-0.069477,1,1,0
397,10,-0.637585,0.257627,-0.129550,-0.154881,-0.084427,0,1,0
396,10,-0.693247,0.371603,-0.286239,-0.050955,-0.120606,1,1,0
362,10,-0.609701,0.364623,-0.092664,-0.044013,-0.064328,1,1,0
383,10,-0.659113,0.284266,-0.271101,-0.059486,-0.186831,1,1,0
379,10,-0.541383,0.372550,-0.081181,-0.052528,-0.109661,1,1,0
378,10,-0.497043,0.383767,-0.168182,-0.040493,0.009635,1,0,0
391,10,-0.653830,0.214874,-0.159481,-0.053826,-0.167190,0,1,0
387,10,-0.616789,0.333028,-0.158515,-0.184929,-0.191599,1,1,0
394,10,-0.665715,0.388677,-0.231177,-0.003458,-0.204799,1,1,0
376,10,-0.628586,0.400168,-0.061427,-0.158538,-0.134063,1,1,0
436,11,-0.560113,0.274986,-0.190633,-0.192148,-0.078363,1,1,0
405,11,-0.500339,0.344136,0.012304,-0.110570,-0.136501,1,0,0
432,11,-0.664227,0.340798,-0.080372,-0.080134,-0.149293,1,1,0
415,11,-0.533283,0.489469,-0.113124,-0.092761,0.017653,1,0,0
407,11,-0.644361,0.512690,-0.094138,-0.084309,-0.102438,1,0,0
420,11,-0.625964,0.342604,-0.111529,-0.127657,-0.109603,1,1,0
439,11,-0.610553,0.378140,-0.271245,-0.056109,-0.152844,1,1,0
426,11,-0.750777,0.326722,-0.109842,-0.149903,-0.036604,0,1,0
435,11,-0.658934,0.456258,-0.226374,-0.136630,-0.091542,1,1,0
400,11,-0.586308,0.450541,-0.058939,-0.007927,0.033549,1,1,0
404,11,-0.560987,0.332867,-0.169436,0.003574,-0.021601,1,1,0
409,11,-0.575929,0.351242,-0.053724,-0.000535,-0.013660,1,1,0
401,11,-0.494589,0.399812,-0.165923,-0.172583,-0.105628,1,0,0
410,11,-0.551275,0.463779,-0.012652,-0.062142,-0.003859,1,0,0
437,11,-0.633945,0.358913,-0.260040,-0.120122,-0.129401,1,1,0
406,11,-0.520226,0.372998,-0.106358,-0.013588,0.046230,1,0,0
431,11,-0.727430,0.407375,-0.230057,-0.131567,-0.126015,0,1,0
416,11,-0.587955,0.497459,-0.049643,-0.108764,-0.078794,1,0,0
417,11,-0.526549,0.504162,-0.039348,-0.052772,0.001109,1,0,0
419,11,-0.530024,0.344738,-0.112528,-0.084527,0.003469,1,1,0
423,11,-0.639727,0.342729,-0.099796,-0.150465,-0.118046,1,1,0
411,11,-0.539862,0.376778,-0.096431,-0.031217,-0.082753,1,1,0
408,11,-0.535138,0.411244,-0.101589,-0.102788,0.004160,1,0,0
438,11,-0.592958,0.323997,-0.161146,-0.176898,-0.089904,1,1,0
425,11,-0.694727,0.414605,-0.158202,-0.274631,-0.124771,1,1,0
422,11,-0.636614,0.278210,-0.156305,-0.192873,-0.166677,1,1,0
402,11,-0.612182,0.423956,-0.060993,-0.013570,-0.099424,1,1,0
412,11,-0.618897,0.398750,-0.089358,-0.016871,-0.027718,1,1,0
418,11,-0.592744,0.348878,-0.081460,0.031722,0.037634,1,1,0
414,11,-0.635208,0.350620,-0.047920,-0.007772,-0.058500,1,1,0
403,11,-0.482934,0.465950,-0.130728,-0.050121,0.022056,1,0,0
424,11,-0.693165,0.323804,-0.129208,-0.230294,-0.061413,0,1,0
430,11,-0.644260,0.301119,-0.194343,-0.109936,-0.127111,1,1,0
434,11,-0.573857,0.347673,-0.197565,-0.114069,-0.054011,1,1,0
421,11,-0.719067,0.356597,-0.200878,-0.155464,-0.059075,0,1,0
429,11,-0.637290,0.271000,-0.122606,-0.186972,-0.162307,1,1,0
433,11,-0.722263,0.280130,-0.214992,-0.085593,-0.114297,0,1,0
427,11,-0.730787,0.389759,-0.159216,-0.065917,-0.104199,0,1,0
413,11,-0.510840,0.353723,-0.081082,-0.099213,-0.006998,1,0,0
428,11,-0.554606,0.270772,-0.162969,-0.216422,-0.069674,1,1,0
472,12,-0.704108,0.333560,-0.131830,-0.216586,-0.113643,0,1,0
467,12,-0.652057,0.388097,-0.116935,-0.155624,-0.120227,1,1,0
457,12,-0.580401,0.452617,-0.073077,-0.066394,0.042283,1,1,0
442,12,-0.560362,0.402853,-0.053856,-0.030764,-0.015980,1,1,0
479,12,-0.629952,0.354178,-0.142607,-0.206567,-0.148993,1,1,0
447,12,-0.467466,0.385099,-0.132996,-0.027416,0.042982,1,0,0
460,12,-0.557785,0.379503,-0.139769,-0.084710,-0.157346,1,1,0
444,12,-0.571952,0.474108,-0.065645,0.089791,-0.063411,1,0,0
455,12,-0.517366,0.385348,-0.023863,-0.066385,0.035243,1,1,0
459,12,-0.555846,0.375851,-0.078394,-0.072727,-0.034838,1,1,0
473,12,-0.657064,0.274336,-0.202707,-0.141004,-0.163042,0,1,0
464,12,-0.621220,0.293517,-0.175357,-0.137501,-0.107136,1,1,0
475,12,-0.638499,0.329384,-0.145710,-0.120569,-0.045264,1,1,0
446,12,-0.560173,0.357062,-0.055009,-0.111315,-0.044206,1,1,0
453,12,-0.473859,0.506045,-0.078915,-0.070545,0.041994,1,0,0
445,12,-0.577707,0.353317,-0.046265,-0.019239,-0.057983,1,1,0
468,12,-0.620139,0.368823,-0.186779,-0.133354,-0.126449,1,1,0
474,12,-0.629447,0.294831,-0.147043,-0.122277,-0.169384,1,1,0
452,12,-0.578634,0.405903,-0.064060,0.030744,-0.050612,1,1,0
449,12,-0.622715,0.428375,-0.111093,-0.021311,0.038663,1,1,0
476,12,-0.709834,0.267947,-0.096783,-0.056325,-0.197773,0,1,0
471,12,-0.615144,0.291290,-0.198187,-0.115264,-0.043670,1,1,0
461,12,-0.567249,0.371978,-0.125240,-0.064092,-0.061098,1,1,0
456,12,-0.637321,0.426362,-0.046040,-0.025578,-0.010657,1,1,0
466,12,-0.613473,0.281595,-0.136342,0.032567,-0.116022,1,1,0
469,12,-0.621193,0.292468,-0.160968,-0.168755,-0.155509,1,1,0
465,12,-0.705322,0.407917,-0.121888,-0.037460,-0.034175,0,1,0
463,12,-0.586741,0.356819,-0.238189,-0.188441,-0.072109,1,1,0
458,12,-0.522365,0.335204,-0.024246,-0.058483,-0.059195,1,1,0
450,12,-0.469169,0.317176,-0.057797,0.037713,-0.055195,1,0,0
454,12,-0.619517,0.401422,-0.085763,-0.097737,0.022060,1,1,0
478,12,-0.721619,0.351748,-0.099955,-0.071431,-0.017812,0,1,0
448,12,-0.503740,0.421574,-0.126485,0.035108,0.012443,1,0,0
451,12,-0.538568,0.349765,-0.003900,-0.089182,-0.044177,1,1,0
462,12,-0.536620,0.371103,-0.254306,-0.051408,-0.152459,1,1,0
440,12,-0.596688,0.415558,-0.050194,-0.108321,-0.081747,1,1,0
441,12,-0.461490,0.300909,-0.092964,-0.033223,-0.007132,1,0,0
477,12,-0.657413,0.391682,-0.155223,-0.102029,-0.098565,1,1,0
443,12,-0.573014,0.306327,-0.114733,-0.051880,-0.022875,1,1,0
470,12,-0.662352,0.227812,-0.172635,-0.096161,-0.141859,0,1,0
483,13,-0.491190,0.503884,-0.082883,-0.065925,-0.081679,1,0,0
482,13,-0.460909,0.436525,-0.071834,-0.017649,-0.034742,1,0,0
513,13,-0.597058,0.176417,-0.141785,-0.134834,-0.070606,0,1,0
504,13,-0.531223,0.228374,-0.158844,-0.183588,-0.145642,0,1,0
495,13,-0.523480,0.419880,-0.004975,0.013138,0.037154,1,1,0
501,13,-0.600464,0.326900,-0.126888,-0.027457,-0.095227,1,1,0
485,13,-0.502202,0.434502,-0.086357,-0.026180,-0.001939,1,0,0
480,13,-0.490451,0.420094,-0.101751,-0.067785,-0.066594,1,0,0
519,13,-0.617131,0.330765,-0.138332,-0.139374,-0.052336,1,1,0
514,13,-0.574123,0.310278,-0.100488,-0.126429,-0.079510,1,1,0
488,13,-0.523949,0.367539,-0.032080,-0.066925,0.009941,1,1,0
486,13,-0.460018,0.315462,-0.007641,-0.080531,-0.040662,1,0,0
503,13,-0.627057,0.334257,-0.144301,-0.168902,-0.149116,1,1,0
481,13,-0.522615,0.433133,-0.063409,-0.108889,-0.083015,1,1,0
487,13,-0.464428,0.461124,-0.027780,-0.049389,-0.115080,1,0,0
516,13,-0.675510,0.326251,-0.171006,-0.085457,-0.102094,0,1,0
498,13,-0.508462,0.319897,-0.036068,-0.068020,0.021620,1,1,0
502,13,-0.716428,0.382005,-0.126397,-0.007277,-0.134378,0,1,0
505,13,-0.581727,0.300145,-0.140929,-0.131852,-0.114160,1,1,0
491,13,-0.494742,0.386187,-0.081705,-0.087387,-0.079958,1,1,0
496,13,-0.679670,0.373367,-0.031521,-0.014616,0.038526,1,1,0
512,13,-0.572227,0.287057,-0.069865,-0.092977,-0.055443,1,1,0
508,13,-0.669382,0.293156,-0.107934,-0.025217,-0.011141,0,1,0
509,13,-0.574263,0.288513,-0.015036,-0.099598,-0.189151,1,1,0
494,13,-0.564339,0.396937,0.028634,-0.011332,0.051067,1,1,0
493,13,-0.412243,0.384823,-0.039128,-0.027558,0.004431,1,0,0
507,13,-0.593270,0.350093,-0.172812,-0.020502,-0.046573,1,1,0
506,13,-0.513902,0.363783,-0.003116,-0.145514,-0.162791,1,1,0
489,13,-0.518348,0.429304,-0.058239,-0.065772,0.051659,1,1,0
510,13,-0.695363,0.350467,-0.165943,-0.151190,-0.075520,0,1,0
515,13,-0.669119,0.355049,-0.041516,-0.166294,-0.100858,1,1,0
518,13,-0.597760,0.236337,-0.171995,-0.012608,-0.151021,0,1,0
497,13,-0.520526,0.408728,-0.091529,-0.060894,0.063246,1,1,0
499,13,-0.478105,0.301865,-0.081658,0.027175,-0.056733,1,1,0
517,13,-0.638084,0.325211,-0.082570,-0.054760,-0.166816,1,1,0
490,13,-0.484552,0.459686,-0.086359,0.014906,-0.004253,1,0,0
492,13,-0.539155,0.420535,-0.146428,-0.031878,-0.039877,1,1,0
511,13,-0.651121,0.275195,-0.080903,-0.136893,-0.162508,0,1,0
500,13,-0.655602,0.391733,-0.129655,-0.192136,-0.083725,1,1,0
484,13,-0.567873,0.472871,-0.000505,0.002449,-0.033142,1,0,0
520,14,-0.497258,0.414929,-0.029778,-0.022382,0.008980,1,1,0
556,14,-0.528557,0.424762,-0.169258,-0.125141,-0.122920,1,1,0
557,14,-0.553681,0.372159,-0.030379,-0.188049,-0.141438,1,1,0
547,14,-0.550335,0.362151,-0.155492,-0.140054,-0.040154,1,1,0
538,14,-0.431955,0.377688,-0.004074,-0.020598,-0.030576,1,0,0
524,14,-0.476896,0.429331,-0.118620,0.033936,-0.081631,1,1,0
551,14,-0.599523,0.249654,-0.138940,-0.098545,-0.117050,0,1,0
535,14,-0.541424,0.443169,0.004617,0.004453,0.056396,1,1,0
546,14,-0.586271,0.354727,-0.079635,-0.123342,-0.114789,1,1,0
549,14,-0.528446,0.332608,-0.094209,-0.082076,-0.156018,1,1,0
545,14,-0.570276,0.305982,0.000164,-0.046809,-0.182597,1,1,0
558,14,-0.572504,0.319609,-0.174349,-0.072536,-0.083936,1,1,0
553,14,-0.568170,0.310551,-0.164420,-0.003062,-0.154245,1,1,0
523,14,-0.383201,0.353213,-0.119662,-0.088969,0.015955,1,0,0
548,14,-0.668917,0.356690,-0.144752,-0.130481,-0.039385,0,1,0
532,14,-0.421733,0.401326,-0.006426,0.038056,0.006613,1,0,0
533,14,-0.493259,0.428690,-0.089698,-0.017496,0.056352,1,1,0
537,14,-0.510567,0.393031,-0.115933,-0.035727,-0.057321,1,1,0
521,14,-0.551806,0.493989,-0.147791,0.045977,0.009201,1,0,0
539,14,-0.571618,0.458245,0.043104,0.030743,-0.088121,1,1,0
530,14,-0.576055,0.419405,-0.074707,0.010653,0.023531,1,1,0
529,14,-0.543286,0.389388,-0.123241,-0.098933,-0.063242,1,1,0
559,14,-0.575668,0.405817,-0.142106,-0.198078,0.005636,1,1,0
526,14,-0.498077,0.401712,-0.092899,-0.024568,0.106561,1,1,0
531,14,-0.495377,0.509371,-0.130658,-0.092827,-0.032756,1,0,0
542,14,-0.495370,0.404645,-0.083443,-0.016889,-0.098678,1,1,0
550,14,-0.565130,0.412595,-0.120921,-0.105531,-0.099226,1,1,0
540,14,-0.605408,0.358951,-0.183549,-0.228693,-0.105079,1,1,0
554,14,-0.600914,0.328186,-0.137433,-0.059064,-0.168153,1,1,0
528,14,-0.582852,0.405858,-0.079709,-0.063499,-0.012409,1,1,0
534,14,-0.518177,0.373437,-0.098088,-0.035188,0.021494,1,1,0
541,14,-0.607849,0.340916,-0.048039,-0.005417,-0.112566,1,1,0
552,14,-0.573381,0.349489,-0.094226,-0.098724,-0.032899,1,1,0
536,14,-0.539766,0.413117,-0.007868,-0.030063,-0.007940,1,1,0
543,14,-0.579455,0.319315,-0.152268,-0.107362,-0.084194,1,1,0
525,14,-0.549529,0.433595,-0.103003,-0.015528,0.014715,1,1,0
555,14,-0.528281,0.292263,-0.119313,-0.138510,-0.066615,1,1,0
544,14,-0.611885,0.452179,-0.144359,-0.088337,-0.090662,1,1,0
522,14,-0.478532,0.407623,-0.004561,-0.109851,0.018904,1,1,0
527,14,-0.502111,0.430188,-0.016823,-0.070575,0.107666,1,1,0
597,15,-0.470439,0.324671,-0.182498,-0.102244,-0.149842,1,1,0
573,15,-0.510123,0.354746,-0.019169,-0.052306,-0.007133,1,1,0
583,15,-0.598377,0.364253,-0.100024,-0.014447,-0.047037,1,1,0
596,15,-0.548612,0.359216,-0.001398,-0.092972,-0.134397,1,1,0
582,15,-0.581089,0.338936,-0.004332,-0.091023,0.038918,1,1,0
564,15,-0.425576,0.403813,-0.088395,-0.008238,-0.035526,1,1,0
595,15,-0.499401,0.391415,-0.176269,-0.084375,-0.076463,1,1,0
569,15,-0.614242,0.472977,-0.014672,0.036786,-0.002156,1,0,0
568,15,-0.552953,0.326297,-0.104600,0.060240,0.082172,1,1,0
570,15,-0.523927,0.495362,-0.010267,0.027923,-0.138390,1,0,0
598,15,-0.510459,0.292225,-0.152609,-0.049058,-0.174258,1,1,0
588,15,-0.567822,0.349178,-0.102894,0.012169,-0.080946,1,1,0
562,15,-0.498446,0.481383,0.004245,-0.063712,-0.009686,1,0,0
571,15,-0.506870,0.528465,-0.039188,-0.053446,0.062599,1,0,0
581,15,-0.542837,0.312928,-0.201803,-0.051954,-0.065912,1,1,0
599,15,-0.548552,0.321388,-0.162401,-0.060510,-0.001062,1,1,0
594,15,-0.588634,0.230884,-0.056783,-0.010391,-0.124117,0,1,0
593,15,-0.493519,0.277844,-0.095739,-0.190970,-0.065972,1,1,0
587,15,-0.631882,0.381900,-0.059357,-0.163618,-0.110195,1,1,0
567,15,-0.492704,0.380922,-0.035410,-0.085501,0.032933,1,1,0
565,15,-0.507072,0.376476,-0.029499,-0.117886,0.037217,1,1,0
580,15,-0.524285,0.345458,-0.045560,-0.040716,-0.060539,1,1,0
560,15,-0.534258,0.421535,-0.078370,-0.066797,-0.023591,1,1,0
572,15,-0.524260,0.349823,-0.061954,-0.011109,-0.010928,1,1,0
575,15,-0.389155,0.375969,-0.130147,-0.086470,0.117551,1,0,0
592,15,-0.583526,0.355208,-0.122830,-0.058053,-0.008544,1,1,0
589,15,-0.572891,0.334213,-0.048704,-0.039231,-0.045449,1,1,0
578,15,-0.430266,0.377996,-0.021195,-0.008509,0.063667,1,1,0
590,15,-0.539333,0.377763,-0.154057,-0.121912,-0.072867,1,1,0
586,15,-0.562286,0.367879,-0.033229,-0.051833,-0.114702,1,1,0
579,15,-0.480265,0.435484,0.023099,-0.010641,0.044903,1,1,0
563,15,-0.539914,0.439707,0.011107,-0.087122,0.022279,1,1,0
591,15,-0.595654,0.291029,-0.107207,-0.025734,-0.047553,1,1,0
574,15,-0.455681,0.327029,-0.036686,-0.032961,0.042451,1,1,0
577,15,-0.556798,0.432576,0.006078,-0.039901,-0.124514,1,1,0
576,15,-0.446595,0.410190,-0.011321,0.023070,0.007081,1,1,0
561,15,-0.486763,0.352061,-0.054419,-0.060160,-0.010007,1,1,0
585,15,-0.561964,0.373929,-0.116009,-0.099066,0.019924,1,1,0
566,15,-0.434296,0.458791,-0.073922,-0.077918,0.087676,1,0,0
584,15,-0.615946,0.374563,-0.179776,0.006650,-0.085330,1,1,0
622,16,-0.549531,0.290383,-0.057856,-0.071729,-0.066932,1,1,0
614,16,-0.475633,0.455007,-0.068981,-0.049363,0.016812,1,1,0
626,16,-0.512345,0.443935,-0.118949,-0.038287,-0.080002,1,1,0
619,16,-0.446937,0.404189,-0.092251,-0.015838,0.031764,1,1,0
609,16,-0.564830,0.418524,-0.102993,-0.014455,0.091037,1,1,0
625,16,-0.527887,0.335501,-0.067251,-0.033409,-0.002649,1,1,0
611,16,-0.515331,0.436599,-0.090739,0.055869,-0.034714,1,1,0
627,16,-0.565514,0.447047,-0.076596,-0.059330,-0.137208,1,1,0
608,16,-0.389005,0.435915,-0.048604,-0.027578,-0.053862,1,0,0
616,16,-0.617684,0.388921,0.021268,-0.065870,-0.119457,1,1,0
630,16,-0.470381,0.372696,-0.082026,-0.113588,-0.088775,1,1,0
606,16,-0.465829,0.378033,-0.071038,-0.052796,-0.059746,1,1,0
610,16,-0.442718,0.403001,-0.060568,-0.023637,0.018266,1,1,0
638,16,-0.539662,0.446965,-0.075348,-0.093656,-0.094345,1,1,0
603,16,-0.513637,0.378370,-0.059303,0.003313,0.018030,1,1,0
617,16,-0.610446,0.449543,-0.063261,-0.075399,0.046532,1,1,0
602,16,-0.403159,0.368072,-0.019971,-0.026257,-0.174428,1,1,0
631,16,-0.581434,0.302637,-0.020359,-0.049183,-0.118459,1,1,0
600,16,-0.569937,0.421096,0.006980,0.015163,-0.012140,1,1,0
637,16,-0.531187,0.297539,-0.027858,-0.055660,0.054223,1,1,0
624,16,-0.484031,0.372118,-0.165660,-0.098444,0.002581,1,1,0
601,16,-0.467766,0.330797,-0.048039,0.005594,-0.017870,1,1,0
612,16,-0.453923,0.403062,-0.067474,0.051562,0.011198,1,1,0
634,16,-0.532497,0.413348,-0.022787,-0.087518,-0.045830,1,1,0
636,16,-0.472160,0.399270,-0.040596,-0.111622,-0.010238,1,1,0
633,16,-0.481807,0.310983,-0.116446,-0.053013,-0.087261,1,1,0
613,16,-0.507316,0.331038,0.017654,-0.092112,0.018645,1,1,0
607,16,-0.496802,0.466814,-0.013696,-0.023987,0.017357,1,1,0
618,16,-0.582959,0.404227,-0.004762,0.020855,-0.039807,1,1,0
605,16,-0.424875,0.416272,-0.022226,-0.056845,0.100948,1,1,0
604,16,-0.556449,0.362859,-0.108162,-0.022448,-0.017953,1,1,0
623,16,-0.611737,0.310795,-0.072909,-0.073157,-0.029788,1,1,0
615,16,-0.545125,0.388234,-0.000374,-0.101947,0.033213,1,1,0
629,16,-0.500472,0.365941,-0.114721,-0.038945,-0.041593,1,1,0
620,16,-0.553649,0.354930,-0.088783,0.010113,-0.038380,1,1,0
628,16,-0.450898,0.370502,-0.008173,-0.060464,-0.002911,1,1,0
621,16,-0.442403,0.356971,-0.038226,-0.032617,-0.046444,1,1,0
635,16,-0.511511,0.387194,-0.146958,-0.046258,-0.065138,1,1,0
632,16,-0.590192,0.274385,-0.010689,-0.105062,-0.128185,0,1,0
639,16,-0.510901,0.391866,-0.149610,-0.018160,0.016674,1,1,0
651,17,-0.465554,0.488133,-0.103194,-0.014670,0.006656,1,0,0
644,17,-0.469809,0.455266,-0.100786,0.072978,0.032487,1,1,0
658,17,-0.557270,0.494656,0.029054,-0.085064,0.081000,1,0,0
655,17,-0.449690,0.449553,-0.038338,-0.024684,0.071371,1,1,0
641,17,-0.433179,0.395973,-0.080617,0.033815,0.048795,1,1,0
678,17,-0.451936,0.285710,-0.049281,-0.082108,-0.073339,1,1,0
660,17,-0.598603,0.385980,-0.036485,-0.089529,-0.117029,1,1,0
677,17,-0.548845,0.367886,-0.171480,-0.085374,-0.045401,1,1,0
667,17,-0.599291,0.289717,-0.157650,-0.070879,-0.038106,1,1,0
672,17,-0.420235,0.364381,-0.173822,-0.161547,-0.021228,1,1,0
659,17,-0.596563,0.402036,-0.150034,0.007011,-0.034309,1,1,0
671,17,-0.602747,0.404377,-0.025752,-0.073447,-0.094955,1,1,0
642,17,-0.490660,0.436796,-0.122984,0.010607,-0.039114,1,1,0
640,17,-0.552400,0.421624,-0.002176,-0.027201,0.044920,1,1,0
663,17,-0.505731,0.346820,-0.025801,-0.047049,-0.077161,1,1,0
668,17,-0.521261,0.354996,-0.100727,0.005408,0.002278,1,1,0
679,17,-0.567835,0.267237,-0.117840,-0.097090,-0.067849,1,1,0
670,17,-0.526603,0.401010,-0.029827,-0.135896,-0.062427,1,1,0
656,17,-0.467471,0.477232,0.025475,-0.022491,-0.011642,1,0,0
669,17,-0.560520,0.264662,-0.067699,-0.061580,-0.089607,1,1,0
676,17,-0.468276,0.325827,-0.161642,-0.030324,0.047293,1,1,0
666,17,-0.476732,0.505105,-0.140319,-0.114061,0.021425,1,1,0
652,17,-0.427838,0.529021,-0.058172,0.011759,-0.044306,1,0,0
645,17,-0.462436,0.463082,-0.157534,-0.083252,-0.027977,1,1,0
653,17,-0.534599,0.319844,-0.017428,-0.062944,0.036347,1,1,0
643,17,-0.559395,0.441898,-0.047960,-0.004792,-0.058441,1,1,0
649,17,-0.575883,0.402709,-0.119924,-0.025969,-0.080961,1,1,0
661,17,-0.570052,0.281866,-0.037397,0.013374,0.037370,1,1,0
662,17,-0.534506,0.219176,-0.133106,-0.025904,-0.102521,0,1,0
647,17,-0.411579,0.340692,-0.103223,0.035418,0.023633,1,1,0
646,17,-0.422165,0.386866,-0.059131,-0.023666,-0.048466,1,1,0
674,17,-0.557220,0.262395,-0.092823,-0.034203,-0.139004,1,1,0
650,17,-0.454826,0.364264,-0.020511,-0.063159,0.013966,1,1,0
665,17,-0.443386,0.407424,-0.074524,-0.093067,-0.070142,1,1,0
654,17,-0.363062,0.389030,-0.080731,-0.083563,0.006910,1,0,0
673,17,-0.526569,0.300693,-0.151002,-0.105565,0.034530,1,1,0
675,17,-0.575404,0.274473,-0.098062,-0.180508,0.059707,1,1,0
664,17,-0.505730,0.383526,0.052942,-0.020295,-0.049060,1,1,0
657,17,-0.518655,0.386868,-0.096001,-0.005454,-0.018799,1,1,0
648,17,-0.487211,0.482975,-0.121162,-0.084228,-0.017023,1,0,0
683,18,-0.508583,0.361288,-0.006089,0.012968,-0.051298,1,1,0
689,18,-0.482077,0.403568,-0.016624,-0.063843,0.012791,1,1,0
701,18,-0.561274,0.398783,-0.185856,0.039569,-0.061898,1,1,0
691,18,-0.496211,0.450345,-0.057369,-0.012750,-0.021356,1,1,0
712,18,-0.618617,0.296465,-0.166831,-0.108027,0.019593,0,1,0
703,18,-0.551813,0.415442,-0.043325,-0.104626,-0.081787,1,1,0
692,18,-0.494302,0.332554,0.033332,-0.024636,-0.023480,1,1,0
700,18,-0.570640,0.333629,-0.079344,-0.060167,-0.076208,1,1,0
693,18,-0.396724,0.396323,-0.004958,-0.112377,0.025592,1,1,0
688,18,-0.390367,0.296499,-0.057108,-0.025108,0.042275,1,1,0
714,18,-0.502269,0.321359,-0.107626,-0.054476,-0.118023,1,1,0
685,18,-0.475562,0.306455,0.075956,-0.020160,-0.043502,1,1,0
705,18,-0.598401,0.268097,-0.040309,-0.056355,-0.124627,0,1,0
696,18,-0.487876,0.403200,-0.117844,-0.003905,-0.073518,1,1,0
710,18,-0.564037,0.320214,-0.083845,-0.024330,-0.023931,1,1,0
711,18,-0.483439,0.350347,-0.148978,-0.072587,-0.131017,1,1,0
717,18,-0.519869,0.390898,-0.030614,-0.118420,-0.012493,1,1,0
690,18,-0.445794,0.341784,-0.139132,-0.027226,-0.005325,1,1,0
698,18,-0.466222,0.349916,-0.086755,-0.060619,-0.062771,1,1,0
680,18,-0.470298,0.260266,-0.102256,-0.065977,0.013544,1,1,0
702,18,-0.609540,0.294936,-0.093654,-0.149948,-0.059844,0,1,0
699,18,-0.508354,0.393332,-0.041501,0.031272,0.032033,1,1,0
719,18,-0.499018,0.311211,-0.159889,-0.024298,0.015724,1,1,0
681,18,-0.445120,0.325520,-0.123740,-0.056152,-0.033959,1,1,0
716,18,-0.487037,0.288342,-0.024917,-0.084420,-0.055393,1,1,0
708,18,-0.556419,0.354635,-0.100752,-0.054466,-0.035701,1,1,0
684,18,-0.520744,0.373016,-0.042399,0.006232,0.048853,1,1,0
718,18,-0.638322,0.232402,-0.094260,-0.040649,-0.064240,0,1,0
697,18,-0.598814,0.438239,-0.082396,-0.033017,-0.021590,1,1,0
715,18,-0.340763,0.371603,-0.070582,-0.055521,-0.035831,1,1,0
709,18,-0.494460,0.321914,-0.165199,-0.036641,-0.066847,1,1,0
706,18,-0.496144,0.383693,-0.097480,-0.191344,-0.072541,1,1,0
694,18,-0.478848,0.444999,0.026998,-0.009112,-0.021317,1,1,0
704,18,-0.498884,0.346602,-0.089994,-0.035079,0.038963,1,1,0
707,18,-0.450124,0.428838,-0.057515,-0.032137,0.020642,1,1,0
686,18,-0.464254,0.345181,-0.074042,-0.042930,0.013629,1,1,0
713,18,-0.563215,0.289067,-0.118895,-0.069260,-0.043561,1,1,0
695,18,-0.449221,0.375493,-0.023021,0.010963,0.035353,1,1,0
682,18,-0.417686,0.445180,-0.016158,0.108021,-0.014244,1,0,0
