@relation stream_gen

@attribute global_id NUMERIC
@attribute timestamp NUMERIC
@attribute f1 NUMERIC
@attribute f2 NUMERIC
@attribute f3 NUMERIC
@attribute f4 NUMERIC
@attribute class_0 {0,1}
@attribute class_1 {0,1}
@attribute class_2 {0,1}

@data
1264,32,-0.557609,-0.023496,-0.144625,-0.002055,1,1,0
1246,32,-0.613614,0.006074,0.131222,-0.160670,1,1,0
1252,32,-0.641705,-0.061062,0.112042,-0.168110,1,1,0
1244,32,-0.667699,-0.039049,0.117284,-0.138719,1,1,0
1247,32,-0.595912,-0.099760,0.113971,-0.165013,1,1,0
1266,32,-0.576980,-0.055418,-0.247635,0.026267,1,1,0
1279,32,-0.685274,-0.013027,-0.068749,0.008646,1,1,0
1274,32,-0.539310,-0.031120,-0.110011,-0.125976,1,1,0
1261,32,-0.517793,-0.022168,-0.203388,-0.036407,1,1,0
1275,32,-0.592162,-0.070009,-0.147563,0.068655,1,1,0
1245,32,-0.623877,0.090421,0.075345,-0.179010,1,1,0
1277,32,-0.550540,-0.044714,-0.105957,0.004717,1,1,0
1255,32,-0.600547,-0.005094,-0.010380,-0.038481,1,1,0
1262,32,-0.588581,0.058430,-0.093744,-0.018305,1,1,0
1243,32,-0.662328,0.097287,0.124037,-0.141721,1,0,0
1254,32,-0.519355,-0.030020,0.089072,-0.132241,1,1,0
1258,32,-0.662908,0.006671,0.118059,-0.175725,1,1,0
1263,32,-0.560837,-0.116486,-0.085046,0.002946,1,1,0
1270,32,-0.549822,0.068669,-0.183808,0.032005,1,1,0
1265,32,-0.663845,-0.120629,-0.107861,0.047686,1,1,0
1256,32,-0.503964,-0.056685,0.079475,-0.145710,1,1,0
1272,32,-0.655425,-0.063596,-0.105766,-0.081763,1,1,0
1260,32,-0.555746,-0.098273,-0.106378,0.031079,1,1,0
1316,33,-0.507452,-0.018111,-0.112966,-0.046912,1,1,0
1289,33,-0.629944,0.056368,0.176992,-0.052591,1,1,0
1309,33,-0.599625,-0.065525,-0.154949,-0.052008,1,1,0
1311,33,-0.598695,0.005730,-0.143676,-0.085297,1,1,0
1313,33,-0.582643,0.012950,-0.087482,0.020951,1,1,0
1314,33,-0.627310,-0.071790,-0.018574,0.022203,1,1,0
1291,33,-0.567355,0.078980,0.017023,-0.101248,1,1,0
1293,33,-0.672337,0.057130,0.200874,-0.065019,1,1,0
1303,33,-0.598504,0.099265,-0.105201,-0.021430,1,1,0
1288,33,-0.643341,-0.038633,0.192074,-0.143787,1,1,0
1304,33,-0.523241,0.033835,-0.096412,-0.054593,1,1,0
1312,33,-0.610594,0.002120,-0.135689,0.029033,1,1,0
1300,33,-0.553858,-0.070379,-0.168062,-0.073934,1,1,0
1318,33,-0.537813,-0.054428,-0.145076,-0.064816,1,1,0
1287,33,-0.531273,-0.009389,0.185552,-0.126099,1,1,0
1307,33,-0.518943,0.027654,-0.086200,0.063937,1,1,0
1283,33,-0.641489,-0.045674,0.092020,-0.106547,1,1,0
1284,33,-0.578373,-0.013351,0.097657,-0.119476,1,1,0
1281,33,-0.578150,0.030141,0.030135,-0.059123,1,1,0
1286,33,-0.597732,0.057555,0.088497,-0.146433,1,1,0
1308,33,-0.560567,-0.039149,-0.141341,-0.046452,1,1,0
1295,33,-0.569493,0.098195,0.117334,-0.064425,1,1,0
1297,33,-0.600117,-0.038369,0.074744,-0.169811,1,1,0
1299,33,-0.583118,0.029823,0.137400,-0.157186,1,1,0
1310,33,-0.591187,0.015833,-0.134581,-0.023399,1,1,0
1282,33,-0.608957,0.080146,0.171357,-0.098103,1,1,0
1305,33,-0.652486,-0.045457,-0.144376,-0.054701,1,1,0
1317,33,-0.576879,-0.066000,-0.156160,0.048945,1,1,0
1296,33,-0.632790,0.076946,0.031523,-0.057285,1,1,0
1301,33,-0.562436,-0.087556,-0.038889,-0.072225,1,1,0
1319,33,-0.590899,-0.073518,-0.096737,-0.027890,1,1,0
1280,33,-0.669636,0.054354,0.197548,-0.077712,1,1,0
1292,33,-0.548008,-0.004931,0.178249,-0.085347,1,1,0
1285,33,-0.551314,-0.045176,0.133836,-0.042140,1,1,0
1315,33,-0.535177,-0.069057,-0.109543,-0.040577,1,1,0
1294,33,-0.470153,0.030170,0.107260,-0.108288,1,1,0
1290,33,-0.618026,-0.030754,0.169422,-0.078947,1,1,0
1306,33,-0.588172,-0.121390,-0.060255,-0.062942,1,1,0
1302,33,-0.649595,-0.033675,-0.135657,0.026864,1,1,0
1298,33,-0.628134,0.067649,0.102933,-0.156197,1,1,0
1357,34,-0.573559,-0.046765,-0.118106,-0.026110,1,1,0
1345,34,-0.562633,-0.048149,-0.123303,0.052247,1,1,0
1356,34,-0.624260,-0.033096,-0.187890,0.039928,1,1,0
1321,34,-0.589932,-0.001021,0.119013,-0.005296,1,1,0
1334,34,-0.636335,-0.053326,0.175093,-0.177449,1,1,0
1359,34,-0.539200,-0.095971,-0.130588,-0.081582,1,1,0
1354,34,-0.644776,0.004394,-0.124463,-0.040903,1,1,0
1342,34,-0.554337,0.022556,-0.185894,0.059345,1,1,0
1336,34,-0.600502,0.028507,0.141068,-0.063771,1,1,0
1352,34,-0.508268,-0.128578,-0.127606,-0.071605,0,1,0
1326,34,-0.625016,-0.052164,0.137994,-0.078532,1,1,0
1350,34,-0.638453,-0.098560,-0.146034,0.001662,1,1,0
1358,34,-0.594188,-0.035106,-0.140058,0.035293,1,1,0
1344,34,-0.684300,0.056417,-0.142738,-0.045242,1,1,0
1323,34,-0.584971,0.032012,0.167117,-0.108796,1,1,0
1332,34,-0.558009,-0.026079,0.193747,-0.051259,1,1,0
1339,34,-0.608076,-0.050515,0.108655,-0.044213,1,1,0
1328,34,-0.586059,0.041414,0.233293,0.020855,1,1,0
1346,34,-0.558139,0.027400,-0.160466,-0.014625,1,1,0
1327,34,-0.557414,0.045756,0.165873,-0.096658,1,1,0
1343,34,-0.604638,0.062529,-0.098939,0.033647,1,1,0
1341,34,-0.688328,-0.007842,-0.051357,-0.004978,1,1,0
1355,34,-0.584408,-0.020522,-0.172957,0.049359,1,1,0
1335,34,-0.626137,0.060286,0.055019,-0.098981,1,1,0
1347,34,-0.600046,-0.027769,-0.088029,-0.032440,1,1,0
1330,34,-0.592217,-0.061970,0.128772,-0.129924,1,1,0
1322,34,-0.586842,-0.037577,0.072787,-0.056315,1,1,0
1349,34,-0.595270,-0.029980,-0.150918,-0.021700,1,1,0
1337,34,-0.622224,0.032335,0.143033,-0.110659,1,1,0
1353,34,-0.584966,-0.068604,-0.154370,-0.019383,1,1,0
1338,34,-0.609892,0.064059,0.062621,-0.035535,1,1,0
1320,34,-0.631516,-0.028746,0.138131,-0.145895,1,1,0
1348,34,-0.606571,-0.029556,-0.081430,0.031591,1,1,0
1325,34,-0.735439,0.027944,0.174821,-0.053405,1,0,0
1340,34,-0.642988,-0.077413,-0.053923,-0.077056,1,1,0
1331,34,-0.690785,-0.021683,0.029115,-0.119178,1,1,0
1329,34,-0.632174,-0.030753,0.173858,-0.078913,1,1,0
1324,34,-0.619248,-0.047184,0.132170,-0.081122,1,1,0
1333,34,-0.535400,-0.009731,0.005076,-0.098213,1,1,0
1351,34,-0.665987,-0.072776,-0.228675,-0.100873,1,1,0
1379,35,-0.629740,-0.050811,0.146626,-0.062101,1,1,0
1387,35,-0.619177,-0.135708,-0.109667,-0.010860,1,1,0
1373,35,-0.520336,0.016528,0.016387,-0.107516,1,1,0
1388,35,-0.599855,-0.003025,-0.138601,-0.042344,1,1,0
1364,35,-0.584864,0.068161,0.111218,-0.056743,1,1,0
1378,35,-0.643963,0.049128,0.056359,-0.038078,1,1,0
1395,35,-0.605305,-0.006364,-0.154860,-0.005700,1,1,0
1361,35,-0.539923,0.032457,0.131053,-0.156739,1,1,0
1375,35,-0.552663,-0.000471,0.119830,-0.054033,1,1,0
1363,35,-0.614092,-0.006928,0.109600,-0.096550,1,1,0
1399,35,-0.640303,-0.043098,-0.120664,-0.014711,1,1,0
1371,35,-0.619772,-0.018067,0.147031,-0.065735,1,1,0
1389,35,-0.628854,-0.014875,-0.112915,0.030397,1,1,0
1374,35,-0.528099,-0.026443,0.082203,-0.073945,1,1,0
1386,35,-0.599867,-0.022257,-0.200275,-0.032783,1,1,0
1394,35,-0.617207,0.017845,-0.142242,-0.062577,1,1,0
1397,35,-0.579457,0.056571,-0.174005,-0.089343,1,1,0
1384,35,-0.552008,0.014624,-0.162674,-0.042333,1,1,0
1385,35,-0.684409,0.021736,-0.179678,0.005962,1,1,0
1380,35,-0.595935,-0.064860,-0.080065,0.009976,1,1,0
1376,35,-0.658268,0.005372,0.067105,-0.165165,1,1,0
1377,35,-0.532580,0.024434,0.161550,-0.112177,1,1,0
1398,35,-0.515592,-0.111903,-0.116626,-0.148495,1,1,0
1370,35,-0.543766,0.070026,0.107078,-0.127280,1,1,0
1366,35,-0.656241,-0.011239,0.101842,0.007438,1,1,0
1390,35,-0.544679,0.016007,-0.265521,-0.079677,1,1,0
1372,35,-0.616829,0.020995,0.081058,-0.108875,1,1,0
1392,35,-0.584167,-0.109090,-0.263543,0.004300,1,1,0
1368,35,-0.659427,-0.081856,0.215339,-0.076314,1,1,0
1365,35,-0.617814,-0.041372,0.134155,-0.183182,1,1,0
1382,35,-0.552741,-0.056472,-0.194728,-0.081909,1,1,0
1360,35,-0.641307,0.041175,0.076369,-0.112706,1,1,0
1362,35,-0.609787,0.055108,0.097632,-0.122344,1,1,0
1383,35,-0.595039,-0.073466,-0.123767,-0.080763,1,1,0
1396,35,-0.516090,-0.069731,-0.118943,-0.050599,1,1,0
1381,35,-0.586695,0.003292,-0.077767,-0.077092,1,1,0
1391,35,-0.651151,0.063611,-0.166919,-0.023802,1,1,0
1367,35,-0.593477,-0.003540,0.134851,-0.047200,1,1,0
1369,35,-0.580423,0.005549,0.187017,-0.136295,1,1,0
1393,35,-0.552819,-0.014795,-0.149783,-0.028218,1,1,0
1424,36,-0.572423,-0.070068,-0.193273,-0.042313,1,1,0
1411,36,-0.571553,-0.011180,0.171991,-0.002714,1,1,0
1435,36,-0.487740,-0.021187,-0.153666,-0.064099,1,1,0
1414,36,-0.707244,-0.046135,0.096653,-0.048231,1,1,0
1409,36,-0.679401,-0.030752,0.076125,-0.027568,1,1,0
1429,36,-0.533590,-0.050661,-0.131270,0.045176,1,1,0
1407,36,-0.540450,-0.026152,0.181340,-0.143234,1,1,0
1425,36,-0.510217,-0.035042,-0.086145,-0.018377,1,1,0
1423,36,-0.589254,-0.137654,-0.098462,0.033868,1,1,0
1420,36,-0.620214,-0.037120,-0.221442,-0.002701,1,1,0
1421,36,-0.642807,0.102923,-0.117739,-0.034621,1,1,0
1401,36,-0.558257,-0.031944,0.060880,-0.083431,1,1,0
1438,36,-0.497005,-0.117162,-0.065277,0.060453,0,1,0
1404,36,-0.570841,0.012829,0.081873,-0.168926,1,1,0
1434,36,-0.518224,-0.030411,-0.104966,-0.025574,1,1,0
1426,36,-0.609106,-0.066145,-0.101701,-0.104181,1,1,0
1428,36,-0.693210,-0.117087,-0.136821,-0.066377,0,1,0
1408,36,-0.514764,0.072363,0.035648,-0.123259,1,1,0
1410,36,-0.591335,0.002842,-0.014230,-0.171838,1,1,0
1415,36,-0.690611,-0.038579,0.168541,-0.071498,1,1,0
1416,36,-0.548445,-0.055734,0.078401,-0.061271,1,1,0
1430,36,-0.594273,0.023296,-0.143526,-0.072970,1,1,0
1417,36,-0.552671,-0.003688,0.176902,-0.172391,1,1,0
1437,36,-0.529450,0.017391,-0.161940,-0.037521,1,1,0
1432,36,-0.474433,0.075749,-0.169615,-0.008421,1,1,0
1403,36,-0.635392,0.111411,0.177665,-0.047177,1,0,0
1406,36,-0.600527,-0.021091,0.129724,-0.046582,1,1,0
1419,36,-0.658570,0.016229,0.131676,-0.094064,1,1,0
1427,36,-0.627200,-0.027886,-0.096760,0.001984,1,1,0
1439,36,-0.615017,-0.049292,-0.188499,-0.036527,1,1,0
1413,36,-0.616467,0.082397,0.169459,-0.083686,1,1,0
1405,36,-0.574127,-0.021978,0.170097,-0.207563,1,1,0
1418,36,-0.639749,0.027732,0.060532,-0.187769,1,1,0
1436,36,-0.524653,-0.005140,-0.166912,-0.056143,1,1,0
1431,36,-0.612792,0.042445,-0.137959,-0.029059,1,1,0
1422,36,-0.519020,0.022436,-0.155207,-0.067042,1,1,0
1400,36,-0.555948,0.005718,0.164977,-0.139530,1,1,0
1402,36,-0.634254,-0.003476,0.082421,-0.115397,1,1,0
1412,36,-0.639811,0.041283,0.155688,-0.141248,1,1,0
1433,36,-0.650896,0.018710,-0.192525,-0.003096,1,1,0
1472,37,-0.520896,0.083617,-0.252458,-0.045731,1,1,0
1446,37,-0.546227,0.032389,0.192045,-0.150770,1,1,0
1442,37,-0.601728,-0.054640,0.155422,-0.091039,1,1,0
1443,37,-0.572518,0.011587,0.058439,-0.079429,1,1,0
1450,37,-0.535000,-0.017217,0.008306,-0.160412,1,1,0
1463,37,-0.585181,-0.015671,-0.146637,-0.042523,1,1,0
1454,37,-0.551170,-0.015774,0.094846,-0.134783,1,1,0
1474,37,-0.656220,-0.035102,-0.100090,0.057501,1,1,0
1465,37,-0.552954,-0.069517,-0.231543,0.001663,1,1,0
1475,37,-0.576179,-0.019543,-0.193347,-0.036812,1,1,0
1460,37,-0.599014,-0.007109,-0.187895,-0.048307,1,1,0
1469,37,-0.603095,-0.060157,-0.165936,0.041959,1,1,0
1459,37,-0.637604,0.035910,0.146112,-0.136140,1,1,0
1477,37,-0.556508,-0.056479,-0.142624,-0.004542,1,1,0
1452,37,-0.605823,0.112559,0.016391,-0.097995,1,1,0
1453,37,-0.648703,0.015811,0.094117,-0.041803,1,1,0
1462,37,-0.557031,-0.107852,-0.050171,-0.065759,1,1,0
1468,37,-0.555894,-0.122389,-0.075240,0.008446,1,1,0
1464,37,-0.571687,0.008493,-0.247669,-0.007894,1,1,0
1447,37,-0.628301,0.011278,0.155731,-0.096635,1,1,0
1467,37,-0.647169,-0.092394,-0.188622,-0.104154,1,1,0
1470,37,-0.664704,-0.116638,-0.160089,-0.085539,1,1,0
1456,37,-0.595429,-0.071894,0.042889,-0.108582,1,1,0
1441,37,-0.616652,0.014732,0.136124,-0.090000,1,1,0
1451,37,-0.605084,-0.052870,0.145914,-0.143114,1,1,0
1458,37,-0.628856,-0.045975,0.046014,-0.044178,1,1,0
1478,37,-0.537829,-0.002501,-0.053291,-0.026410,1,1,0
1466,37,-0.584966,-0.017679,-0.151038,0.044269,1,1,0
1479,37,-0.569344,-0.083924,-0.217093,0.009542,1,1,0
1455,37,-0.555284,0.040359,0.113744,-0.177404,1,1,0
1471,37,-0.587780,0.010279,-0.099508,-0.023237,1,1,0
1448,37,-0.675036,-0.048153,0.158512,-0.124151,1,1,0
1473,37,-0.504328,-0.004716,-0.184429,0.051627,1,1,0
1444,37,-0.618762,0.045867,0.158710,-0.139469,1,1,0
1457,37,-0.612392,0.027762,0.143847,-0.048381,1,1,0
1476,37,-0.628303,-0.054855,-0.090593,-0.046174,1,1,0
1445,37,-0.566002,0.121608,0.144967,-0.121811,1,0,0
1449,37,-0.685431,0.031006,0.126552,-0.149486,1,1,0
1461,37,-0.507775,0.026989,-0.218393,-0.033906,1,1,0
1440,37,-0.622461,0.034281,0.109371,-0.113596,1,1,0
1510,38,-0.526714,0.022701,-0.097583,-0.066156,1,1,0
1487,38,-0.549822,-0.023396,0.201368,0.010136,1,1,0
1483,38,-0.601072,0.071137,0.171965,-0.139105,1,1,0
1499,38,-0.547312,0.070467,0.110715,-0.198187,1,1,0
1489,38,-0.568038,-0.114245,0.049295,-0.208865,1,1,0
1519,38,-0.588505,0.034378,-0.208334,0.027170,1,1,0
1495,38,-0.595719,0.100698,0.181073,-0.139030,1,1,0
1492,38,-0.533667,0.048860,0.113608,-0.108874,1,1,0
1515,38,-0.595787,-0.031766,-0.129887,0.050169,1,1,0
1498,38,-0.578787,0.039268,0.095198,-0.122756,1,1,0
1490,38,-0.587470,-0.005992,0.174680,-0.096123,1,1,0
1486,38,-0.594215,0.018708,-0.003667,-0.144056,1,1,0
1518,38,-0.541559,-0.128154,-0.146688,-0.097395,1,1,0
1512,38,-0.592288,-0.075640,-0.131496,-0.021448,1,1,0
1502,38,-0.658845,0.000600,-0.116035,0.021747,1,1,0
1505,38,-0.585630,-0.123380,-0.079552,0.020807,1,1,0
1513,38,-0.583447,-0.021595,-0.145230,-0.054327,1,1,0
1484,38,-0.539892,0.099044,0.079966,-0.130531,1,1,0
1511,38,-0.554657,-0.041074,-0.229029,-0.066045,1,1,0
1488,38,-0.631079,-0.061513,0.056908,-0.102851,1,1,0
1501,38,-0.559506,-0.065620,-0.192853,-0.013005,1,1,0
1508,38,-0.656912,-0.079689,-0.134303,-0.011685,1,1,0
1509,38,-0.549197,0.013697,-0.092272,-0.046359,1,1,0
1500,38,-0.613214,-0.042721,-0.234318,-0.041568,1,1,0
1481,38,-0.604490,0.100175,0.094651,-0.139679,1,1,0
1491,38,-0.582643,0.006465,0.138152,-0.092058,1,1,0
1504,38,-0.572082,-0.038199,-0.158642,-0.041297,1,1,0
1514,38,-0.636066,-0.111241,-0.201664,-0.038977,1,1,0
1494,38,-0.605936,-0.014660,0.070491,-0.196975,1,1,0
1497,38,-0.597251,0.061882,0.078346,-0.055723,1,1,0
1485,38,-0.597445,-0.022273,0.118637,-0.119357,1,1,0
1503,38,-0.669222,-0.087825,-0.130352,0.034526,1,1,0
1496,38,-0.620995,0.006934,0.215879,-0.103710,1,1,0
1516,38,-0.584289,0.020274,-0.027397,-0.055410,1,1,0
1480,38,-0.532439,0.004690,0.129003,-0.099060,1,1,0
1517,38,-0.557083,-0.020108,-0.150457,0.020590,1,1,0
1493,38,-0.559369,-0.017040,0.128636,-0.038011,1,1,0
1482,38,-0.513722,0.025916,0.055551,-0.088599,1,1,0
1507,38,-0.650555,0.024579,-0.114656,0.024499,1,1,0
1506,38,-0.575124,-0.006498,-0.168913,-0.124794,1,1,0
1544,39,-0.544025,-0.059488,-0.133761,-0.047865,1,1,0
1528,39,-0.471557,0.010585,0.184708,-0.084485,1,1,0
1540,39,-0.590066,-0.042704,-0.180896,-0.068480,1,1,0
1551,39,-0.644961,-0.027881,-0.212543,0.023452,1,1,0
1524,39,-0.529563,-0.028690,0.100425,-0.084204,1,1,0
1527,39,-0.605693,-0.003973,0.099947,-0.066634,1,1,0
1541,39,-0.610195,0.089666,-0.203912,0.039028,1,1,0
1525,39,-0.525519,0.024934,0.151981,-0.089228,1,1,0
1550,39,-0.564762,-0.029452,-0.028679,-0.015409,1,1,0
1547,39,-0.571696,-0.068953,-0.151600,-0.078622,1,1,0
1522,39,-0.636668,0.047679,0.122957,-0.155124,1,1,0
1535,39,-0.614927,-0.000392,0.127207,-0.125805,1,1,0
1558,39,-0.619011,0.017084,-0.083524,-0.063056,1,1,0
1552,39,-0.639361,-0.075635,-0.101121,-0.109278,1,1,0
1545,39,-0.603940,0.004267,-0.130691,-0.022478,1,1,0
1539,39,-0.638347,0.011815,0.048779,-0.176536,1,1,0
1532,39,-0.562568,0.015796,0.065044,-0.168787,1,1,0
1523,39,-0.608436,-0.078734,0.055581,-0.085820,1,1,0
1557,39,-0.623084,-0.042610,-0.116760,0.105300,1,1,0
1521,39,-0.592556,0.053258,0.197134,-0.060036,1,1,0
1520,39,-0.617481,0.041299,0.132430,-0.109335,1,1,0
1536,39,-0.549746,-0.061539,0.074994,-0.095004,1,1,0
1534,39,-0.593546,-0.010353,0.068613,-0.123383,1,1,0
1556,39,-0.521314,-0.048232,-0.207537,0.049546,1,1,0
1529,39,-0.684857,-0.005433,0.091476,-0.081359,1,1,0
1546,39,-0.641344,-0.036275,-0.093710,-0.004599,1,1,0
1526,39,-0.555873,-0.046819,0.157721,-0.111062,1,1,0
1533,39,-0.577046,-0.030275,0.125094,-0.135721,1,1,0
1543,39,-0.620051,-0.023332,-0.197836,-0.058801,1,1,0
1553,39,-0.575841,-0.020784,-0.208551,-0.053003,1,1,0
1542,39,-0.509907,-0.061858,-0.128796,0.034245,1,1,0
1530,39,-0.576382,-0.003982,0.156403,-0.093837,1,1,0
1549,39,-0.533611,-0.105602,-0.163089,-0.042361,1,1,0
1538,39,-0.643742,0.028697,0.111190,-0.111392,1,1,0
1548,39,-0.524226,-0.039499,-0.161334,-0.044725,1,1,0
1555,39,-0.572328,-0.016319,-0.138010,-0.087501,1,1,0
1554,39,-0.603823,-0.090365,-0.209334,-0.103729,1,1,0
1559,39,-0.575011,-0.041849,-0.124266,-0.067644,1,1,0
1531,39,-0.371407,0.043485,0.030176,-0.116756,1,0,0
1537,39,-0.655142,0.034733,0.157892,-0.072463,1,1,0
1570,40,-0.536744,-0.084934,0.203715,-0.098251,1,1,0
1569,40,-0.625683,-0.027648,0.007163,-0.083351,1,1,0
1577,40,-0.649794,0.070586,0.064659,-0.115350,1,1,0
1592,40,-0.612936,-0.024389,-0.072229,0.039615,1,1,0
1586,40,-0.607296,-0.074115,-0.124899,-0.011970,1,1,0
1588,40,-0.567266,-0.039143,-0.064213,0.105214,1,1,0
1580,40,-0.541335,0.020428,-0.161741,-0.091853,1,1,0
1564,40,-0.607625,0.001308,0.107530,-0.073886,1,1,0
1597,40,-0.651244,-0.069819,-0.131603,-0.044428,1,1,0
1565,40,-0.537688,0.023048,0.088418,-0.029009,1,1,0
1567,40,-0.577481,-0.049350,0.193903,-0.129344,1,1,0
1575,40,-0.588350,0.123061,0.075141,-0.156186,1,0,0
1581,40,-0.611820,-0.087880,-0.178997,0.002841,1,1,0
1572,40,-0.588578,0.003812,0.164682,-0.137086,1,1,0
1560,40,-0.524764,-0.001160,0.052194,-0.072216,1,1,0
1589,40,-0.573403,-0.047028,-0.100567,0.024260,1,1,0
1561,40,-0.595478,-0.033658,0.075078,-0.118428,1,1,0
1578,40,-0.624793,0.033587,0.182852,-0.124827,1,1,0
1571,40,-0.611173,0.053429,0.157934,-0.108629,1,1,0
1579,40,-0.549895,-0.067816,0.136410,-0.127369,1,1,0
1574,40,-0.620381,0.001603,0.090061,-0.138533,1,1,0
1599,40,-0.554395,-0.083350,-0.120886,-0.011296,1,1,0
1584,40,-0.496125,-0.078192,-0.131584,-0.095336,1,1,0
1563,40,-0.550741,0.073609,0.141440,-0.071180,1,1,0
1594,40,-0.575525,-0.028173,-0.057353,-0.020393,1,1,0
1585,40,-0.556231,0.054494,-0.113123,0.041145,1,1,0
1595,40,-0.579134,0.017904,-0.193820,-0.036675,1,1,0
1583,40,-0.539499,-0.031695,-0.060944,0.041953,1,1,0
1562,40,-0.661929,-0.125031,0.058749,-0.044852,1,1,0
1576,40,-0.489476,0.102997,0.044127,-0.200565,1,0,0
1566,40,-0.560399,0.051178,0.117815,-0.175039,1,1,0
1593,40,-0.578153,-0.047760,-0.159983,0.014954,1,1,0
1587,40,-0.598771,-0.047778,-0.132017,0.080639,1,1,0
1591,40,-0.637787,0.058670,-0.112605,0.034377,1,1,0
1596,40,-0.629788,-0.030753,-0.142717,0.013931,1,1,0
1598,40,-0.592422,0.016029,-0.094612,0.006685,1,1,0
1582,40,-0.614992,0.056274,-0.126644,-0.036007,1,1,0
1590,40,-0.572230,-0.112707,-0.056650,0.005960,1,1,0
1573,40,-0.592244,-0.064078,0.087472,-0.145910,1,1,0
1568,40,-0.591103,0.057157,0.138045,-0.075289,1,1,0
1627,41,-0.618224,-0.035093,-0.133263,-0.108500,1,1,0
1602,41,-0.539808,0.019720,0.016156,-0.123518,1,1,0
1607,41,-0.586035,-0.047283,0.051429,-0.127812,1,1,0
1616,41,-0.500201,-0.054244,-0.004325,-0.111267,1,1,0
1623,41,-0.594189,-0.035920,-0.121756,0.004158,1,1,0
1635,41,-0.587415,-0.055353,-0.065674,-0.090323,1,1,0
1632,41,-0.546935,0.106617,-0.093297,-0.046580,1,1,0
1619,41,-0.558343,-0.035167,0.015000,-0.114541,1,1,0
1625,41,-0.572183,-0.023143,-0.121999,0.021234,1,1,0
1637,41,-0.478599,-0.012228,-0.221529,0.053462,1,1,0
1610,41,-0.618070,0.004357,0.209951,-0.196757,1,1,0
1614,41,-0.507652,-0.033813,0.099017,-0.111783,1,1,0
1639,41,-0.560804,0.014278,-0.144954,0.011547,1,1,0
1603,41,-0.613886,0.023987,0.068646,-0.073634,1,1,0
1605,41,-0.668843,-0.059517,0.023212,-0.026844,1,1,0
1608,41,-0.561702,-0.043138,0.136146,-0.007631,1,1,0
1615,41,-0.621344,0.008705,0.176340,-0.123713,1,1,0
1618,41,-0.590768,-0.007363,0.198063,-0.087268,1,1,0
1601,41,-0.608202,0.043476,0.152195,-0.061960,1,1,0
1630,41,-0.649140,0.002414,-0.212442,-0.046610,1,1,0
1631,41,-0.552645,-0.045342,-0.152502,-0.028453,1,1,0
1606,41,-0.530267,0.093306,0.117961,-0.045346,1,1,0
1620,41,-0.569475,0.015973,-0.208225,-0.004653,1,1,0
1633,41,-0.611985,0.033805,-0.163903,0.030564,1,1,0
1634,41,-0.616941,-0.061760,-0.099980,-0.028259,1,1,0
1629,41,-0.616536,-0.042314,-0.172484,-0.031125,1,1,0
1600,41,-0.652158,0.033528,0.085771,-0.114014,1,1,0
1617,41,-0.588545,-0.003463,0.077233,-0.080127,1,1,0
1636,41,-0.541115,-0.040405,-0.137008,0.075593,1,1,0
1624,41,-0.566732,-0.054967,-0.060815,0.037873,1,1,0
1622,41,-0.623576,-0.084973,-0.235469,-0.045569,1,1,0
1609,41,-0.624400,-0.074040,0.189727,-0.067549,1,1,0
1612,41,-0.597532,0.042791,0.183091,-0.114271,1,1,0
1604,41,-0.566703,0.067790,0.050263,-0.001070,1,1,0
1613,41,-0.525905,-0.032012,0.088623,-0.129181,1,1,0
1638,41,-0.598572,0.004865,-0.087119,-0.009522,1,1,0
1626,41,-0.632037,-0.110747,-0.195212,0.008013,1,1,0
1628,41,-0.532233,0.056544,-0.244132,0.049665,1,1,0
1621,41,-0.606486,0.018078,-0.152011,-0.019829,1,1,0
1611,41,-0.635423,0.142892,0.008168,-0.087040,1,0,0
1678,42,-0.605151,-0.058313,-0.119042,-0.033822,1,1,0
1664,42,-0.632468,-0.042307,0.012343,-0.072849,1,1,0
1649,42,-0.687074,-0.002106,0.150066,-0.064234,1,1,0
1648,42,-0.693057,-0.066391,0.173287,-0.190704,1,1,0
1671,42,-0.649811,-0.090254,-0.071392,-0.150609,1,1,0
1641,42,-0.582813,0.051364,0.126411,-0.033963,1,1,0
1654,42,-0.626001,0.112529,0.124562,-0.175972,1,1,0
1660,42,-0.567832,0.022914,-0.070819,-0.015505,1,1,0
1640,42,-0.664764,0.078772,0.116119,-0.081139,1,1,0
1677,42,-0.573043,-0.040243,-0.201080,-0.026330,1,1,0
1674,42,-0.643512,0.024143,-0.100943,0.046075,1,1,0
1663,42,-0.534545,-0.012928,-0.168487,-0.003199,1,1,0
1667,42,-0.508165,-0.013296,-0.128079,0.061916,1,1,0
1679,42,-0.514414,-0.046764,-0.267762,-0.039104,1,1,0
1642,42,-0.542262,-0.001625,0.125373,-0.058763,1,1,0
1669,42,-0.678671,-0.046423,-0.043207,0.007792,1,1,0
1651,42,-0.592119,-0.055859,0.133883,-0.141181,1,1,0
1675,42,-0.641537,-0.062164,-0.148137,0.019639,1,1,0
1653,42,-0.506826,-0.069844,0.154270,-0.103642,1,1,0
1643,42,-0.635598,-0.005944,0.067849,-0.052404,1,1,0
1670,42,-0.520516,-0.039549,-0.113466,-0.103932,1,1,0
1659,42,-0.585269,0.053440,0.136067,-0.064697,1,1,0
1645,42,-0.592918,0.072379,0.136894,-0.065204,1,1,0
1647,42,-0.559492,0.016904,0.045268,-0.109179,1,1,0
1652,42,-0.563222,-0.056953,0.142357,-0.096703,1,1,0
